entry_id,title,jurisdiction,income_group,region,depth_score,pct_deep,n_items,values_depth,principles_depth,mechanisms_depth
1fade3f84acc,AI Talent Development,Nigeria,Developing,Sub-Saharan Africa,3.200,50.0,10,3.000,3.333,3.333
3297f7e57069,Testing authorisation regime and connected vehicle technology pilot,Ireland,High income,Europe & Central Asia,3.200,30.0,10,3.000,2.667,3.750
173eda1bb811,Finnish AI Region (FAIR) European Digital Innovation Hub (EDIH),Finland,High income,Europe & Central Asia,3.200,50.0,10,2.333,3.500,3.667
cdb89e63f5d0,AI Governance in Japan 1.1,Japan,High income,East Asia & Pacific,3.200,36.0,25,2.400,3.000,4.571
4c1b3cbec58f,"Local, State, and Federal Regulations on Facial Recognition Technologies",United States,High income,North America,3.200,40.0,10,2.000,3.000,5.000
3f860522bb9c,Twelfth Development Plan (2024-2028),Türkiye,Developing,Europe & Central Asia,3.200,50.0,10,3.250,3.667,2.667
e9bd55b2e611,Shaping Digital Education Policy,European Union,Unknown,Unknown,3.200,45.0,20,3.125,3.500,3.000
0d7342855538,White House Summit on AI in Government,United States,High income,North America,3.200,46.7,15,2.800,3.000,3.800
86c7f86b02c9,Face Recognition Vendor Test,United States,High income,North America,3.200,40.0,10,3.000,2.750,3.750
b557b9d0434a,IndiaAI Future Skills,India,Developing,South Asia,3.200,40.0,5,2.000,3.000,4.000
6d667f61352c,ION,Romania,High income,Europe & Central Asia,3.200,40.0,5,4.000,3.000,3.000
cc167f8565c7,Valbowal,Belgium,High income,Europe & Central Asia,3.200,40.0,10,3.000,3.000,3.667
1c6f568cc798,GATE (Big Data for Smart Society),Bulgaria,Developing,Europe & Central Asia,3.200,40.0,5,2.500,3.000,4.000
4fc22cc8d980,Special Committee on Artificial Intelligence in the Digital Age (AIDA),European Union,Unknown,Unknown,3.192,46.2,26,3.182,3.000,3.500
f1d0a0f3298f,NITRD-NAIIO Supplement to the President's FY2022 Budget,United States,High income,North America,3.182,54.5,11,3.200,3.000,3.333
bc6321c1caa9,Big Data National Observatory,Argentina,Developing,Latin America & Caribbean,3.182,45.5,11,3.333,2.750,3.500
d6f515954368,Policies That Regulate FinTech Innovation,United States,High income,North America,3.182,36.4,11,3.000,2.500,4.000
93d0d6d8024f,European Digital Innovation Hubs (EDIHs) in Greece,Greece,High income,Europe & Central Asia,3.182,36.4,11,2.333,3.500,3.500
3950b6dc644e,The Pathfinder MDIA Digital Scholarship,Malta,High income,Europe & Central Asia,3.182,27.3,11,2.667,3.500,3.250
938362ed0764,SustAInLivWork – Centre of Excellence (CoE) for Sustainable Living and Working,Lithuania,High income,Europe & Central Asia,3.182,36.4,11,3.250,3.250,3.000
6e3fdf7b82c2,National AI Programme in Health,Singapore,High income,East Asia & Pacific,3.176,41.2,17,3.500,3.000,3.000
656df832534a,National AI Strategy 1.0,Singapore,High income,East Asia & Pacific,3.176,35.3,17,3.400,3.000,3.200
2c0b1fbde9b1,National AI Strategy,Germany,High income,Europe & Central Asia,3.176,58.8,17,3.143,2.833,3.750
9e11c5d8ff98,AI-based assistance systems for in-process healthcare applications,Germany,High income,Europe & Central Asia,3.167,50.0,12,3.333,2.800,3.500
94986ca36a57,Cross-sectoral Care Agreement,Netherlands,High income,Europe & Central Asia,3.167,33.3,6,4.000,2.500,3.333
987fe1b1afdd,"Smart Cities Projects in Kozani, Trikala, Ioannina, Kalamata, Thessaloniki and Athens",Greece,High income,Europe & Central Asia,3.167,33.3,12,3.333,2.750,3.400
2864e66d39b7,Regional/local AI networks,France,High income,Europe & Central Asia,3.167,33.3,30,2.643,3.667,3.571
c696a2f2255b,Roadmap for the Development and Application of Artificial Intelligence in Colombia,Colombia,Developing,Latin America & Caribbean,3.167,33.3,12,3.333,3.200,3.000
66b173bd0d8b,Big Course on Artificial Intelligence in Education,Ukraine,Developing,Europe & Central Asia,3.167,33.3,6,2.000,3.000,3.667
b1fd25d6016d,Addition of Software Specially Designed to Automate the Analysis of Geospatial Imagery to the Export Control Classification Number 0Y521 Series,United States,High income,North America,3.167,50.0,6,2.000,2.000,4.333
011dbfc447fb,National Strategy for Critical and Emerging Technologies,United States,High income,North America,3.167,41.7,12,3.250,3.000,3.250
f7fcd3c00a85,AI virtual assistant/chatbot network,Latvia,High income,Europe & Central Asia,3.167,33.3,6,3.000,3.000,4.000
f94ef5271bc4,Women Award in Technology and Science,Belgium,High income,Europe & Central Asia,3.167,50.0,6,2.667,4.000,3.500
264fe787dcdc,myEESZT,Hungary,High income,Europe & Central Asia,3.167,33.3,12,3.000,3.500,3.000
34d6457f67cb,CheckEye – AI-based Digital Screening,Ukraine,Developing,Europe & Central Asia,3.167,33.3,6,2.500,3.500,3.500
ebd8e59331f2,Training for children and young people to strengthen digital competences and to promote natural sciences and technical professions,Slovenia,High income,Europe & Central Asia,3.167,33.3,6,2.500,2.000,4.000
c14f9b16ee15,AI Verify Foundation,Singapore,High income,East Asia & Pacific,3.158,42.1,19,2.800,2.875,3.833
865e8bb4cb25,Testing and Experimentation Facility for Health AI and Robotics (TEF-Health) – Czechia Node at Masaryk University,Czech Republic,High income,Europe & Central Asia,3.154,38.5,13,3.250,2.750,3.400
822aae3c6310,The swedish Digitalisation Strategy 2025–2030,Sweden,High income,Europe & Central Asia,3.154,38.5,26,3.000,2.889,3.714
1964d2be4b33,Quebec AI Forum,Canada,High income,North America,3.154,38.5,13,2.250,3.250,3.800
41fd51d21211,Ethical Impact Assessment (EIA): A Tool of the Recommendation on the Ethics of Artificial Intelligence,,Unknown,Unknown,3.154,38.5,13,3.167,3.000,3.333
10a332abe160,PCAST Generative AI Working Group,United States,High income,North America,3.154,30.8,13,3.000,3.200,3.250
92bdae0a52e9,Spanish Data Protection Agency,Spain,High income,Europe & Central Asia,3.150,45.0,20,2.778,3.571,3.250
1df668bc6bd4,AI Task Force Report,Estonia,High income,Europe & Central Asia,3.150,35.0,20,2.833,3.286,3.286
c52b4105ff80,AI factory - Pharos,Greece,High income,Europe & Central Asia,3.143,42.9,7,3.500,2.667,3.500
a3ac6b2f59bf,Recommendation on the Ethics of Artificial Intelligence,,Unknown,Unknown,3.143,42.9,14,2.667,3.500,3.500
f59ae18ff65f,AURORA AI,Finland,High income,Europe & Central Asia,3.143,57.1,14,2.600,3.400,3.500
a4e5436da8e4,Digital Competences and Basic Knowledge of Computer and Information Science,Slovenia,High income,Europe & Central Asia,3.143,42.9,7,2.500,2.500,4.000
3477a8aa20d5,General Short-Term Professional Development Programme “The Potential of Digital Technologies and Artificial Intelligence in the Professional Activities of Public Servants”,Ukraine,Developing,Europe & Central Asia,3.143,28.6,7,4.000,2.333,3.500
cc74c6537b99,National Center for Innovation and Artificial Intelligence,Peru,Developing,Latin America & Caribbean,3.143,35.7,14,3.333,2.800,3.333
4ab4e99eba47,AI Strategy for the Digital Government,Uruguay,High income,Latin America & Caribbean,3.143,50.0,14,3.333,3.143,3.000
94092450a982,MIRRI Information hub for artificial intelligence (AI).,Slovak Republic,High income,Europe & Central Asia,3.143,42.9,7,2.000,3.333,4.000
5713b3279939,NeIC Heilsa,Sweden,High income,Europe & Central Asia,3.143,42.9,7,3.000,3.000,3.500
0bef80ff3982,National Artificial Intelligence Trust,Nigeria,Developing,Sub-Saharan Africa,3.143,42.9,7,2.667,3.000,4.000
6082c12e3aec,Forma Program for Artificial Intelligence,Spain,High income,Europe & Central Asia,3.143,42.9,7,3.000,3.000,3.500
ef9325c417ce,AI Business School for Public Administration,Portugal,High income,Europe & Central Asia,3.143,28.6,7,3.000,3.000,3.500
7d5607e050a7,Re- and up-skilling initiatives,Finland,High income,Europe & Central Asia,3.143,42.9,7,3.333,2.000,4.000
db72934233b5,AI Hub Tampere,Finland,High income,Europe & Central Asia,3.143,42.9,7,2.500,3.000,3.667
52370d06dede,India Stack,India,Developing,South Asia,3.143,42.9,7,4.000,2.333,3.500
63ddad0d0653,Administrative Cloud Strategy (DVS),Germany,High income,Europe & Central Asia,3.133,33.3,15,3.400,3.000,3.000
042748c5cb87,Australia's Tech Future,Australia,High income,East Asia & Pacific,3.133,26.7,15,3.000,3.200,3.200
fdfc5c3d5135,AI Adoption Framework,Saudi Arabia,High income,Middle East & North Africa,3.125,37.5,16,3.000,3.167,3.200
69f6e15bbbc9,Big Data Analysis,Sweden,High income,Europe & Central Asia,3.125,37.5,8,3.000,3.333,3.000
0972768742fc,National programme on spintronics,France,High income,Europe & Central Asia,3.125,50.0,8,3.500,2.667,3.333
02d35732249c,NXTGEN High-Tech – Agri-Food,Netherlands,High income,Europe & Central Asia,3.125,25.0,8,3.333,2.500,3.333
bfadc8647a47,IMPaCT,Spain,High income,Europe & Central Asia,3.125,37.5,8,3.000,2.667,4.000
ee5a8d4356e1,Satellite Crop Monitoring System,Poland,High income,Europe & Central Asia,3.125,37.5,8,3.333,2.333,4.000
1906e0f91a93,Innovation Center for Artificial Intelligence (ICAI),Netherlands,High income,Europe & Central Asia,3.125,25.0,8,3.000,3.333,3.000
d6a6aa7184e4,Swedish participation in LUMI hosted by CSC in Finland,Sweden,High income,Europe & Central Asia,3.125,37.5,8,2.500,3.000,3.667
6a2a7e9da122,National Laboratory for Autonomous Vehicles,Hungary,High income,Europe & Central Asia,3.125,37.5,8,3.000,3.000,3.500
9799084208f4,Kenya's Digital Economy Blueprint,Kenya,Developing,Sub-Saharan Africa,3.125,43.8,16,3.000,3.167,3.250
d33d72e49b01,Report: The Boss Sees You? Monitoring and Control of Employees' Digital Activities,Norway,High income,Europe & Central Asia,3.125,37.5,8,3.667,3.000,2.500
714be81f03ac,Aid scheme for the digitalisation of SME,Romania,High income,Europe & Central Asia,3.125,37.5,8,3.000,3.500,3.000
690fbbdfe5dc,IPCEI Cloud Infrastructure and Services (CIS),Netherlands,High income,Europe & Central Asia,3.125,50.0,8,2.000,3.000,4.000
b3d141c38488,"AI in Education, Culture and the Audiovisual Sector",European Union,Unknown,Unknown,3.120,44.0,25,3.444,3.222,2.571
d37e0a2a5747,National Consultative Committee on Digital Ethics and AI,France,High income,Europe & Central Asia,3.118,41.2,17,3.000,2.833,4.000
d007ab1ffdaf,Algorithmic Transparency Recording Standard,United Kingdom,High income,Europe & Central Asia,3.111,44.4,9,3.000,3.333,3.000
ad2261ea0b44,Circular on the Use of Large Language Models in the Public Sector,Singapore,High income,East Asia & Pacific,3.111,33.3,9,3.667,3.000,2.667
b113172033c9,Explainable AI Program,United States,High income,North America,3.111,33.3,9,2.667,3.250,3.500
d9109738492d,Artificial Intelligence in Preparing Responses to Taxpayer Inquiries,Latvia,High income,Europe & Central Asia,3.111,33.3,9,3.000,3.000,3.333
007064d10ab4,Norwegian participation in Digital Europe Programme,Norway,High income,Europe & Central Asia,3.111,33.3,9,3.000,3.500,3.000
37c5adfbc32d,Tech Skills Accelerator Initiatives,Singapore,High income,East Asia & Pacific,3.111,44.4,9,2.000,3.000,4.333
126b7994e520,"Juvoly, AI Speech Recognition for Medical Consultations",Netherlands,High income,Europe & Central Asia,3.111,44.4,9,3.400,3.500,2.000
e1ae5262e638,SolidLab Flanders,Belgium,High income,Europe & Central Asia,3.100,30.0,10,3.250,3.000,3.000
cbf941435b6c,Kenya's Digital Economy Strategy,Kenya,Developing,Sub-Saharan Africa,3.100,26.7,30,3.000,3.083,3.333
939bfcf76b49,Agricultural Research and Innovation Hub (AgriHub),Malta,High income,Europe & Central Asia,3.100,30.0,10,2.667,3.000,3.667
81639c196dbb,Dragon Naturally Speaking,Austria,High income,Europe & Central Asia,3.100,30.0,10,2.800,3.000,4.000
0d206d4484f7,AI Research Programs,France,High income,Europe & Central Asia,3.100,30.0,10,3.000,2.667,4.000
febbae14c334,National AI Strategy,Türkiye,Developing,Europe & Central Asia,3.095,52.4,21,3.000,2.714,3.800
7da336306d8f,Alliance for Language Technologies EDIC,Poland,High income,Europe & Central Asia,3.091,36.4,11,2.500,3.667,3.250
50bd0f33180d,AI for SMEs Grants (KI4KMU),Germany,High income,Europe & Central Asia,3.083,41.7,12,2.333,3.200,3.500
088a22780b45,Amsterdam's AI Register,Netherlands,High income,Europe & Central Asia,3.083,25.0,12,2.667,3.200,3.250
6674d811d6ac,France AI,France,High income,Europe & Central Asia,3.083,33.3,12,2.750,3.250,3.250
305cb71069a7,Research Ireland Frontiers for the Future Programme (FFP),Ireland,High income,Europe & Central Asia,3.083,33.3,12,2.333,3.400,3.250
540902441f6f,General Law on Protection of Personal Data,Brazil,Developing,Latin America & Caribbean,3.077,30.8,13,3.200,3.250,2.750
1d52db19c9db,National Strategic Hub,Italy,High income,Europe & Central Asia,3.077,38.5,13,3.000,3.500,2.750
525617a2a5aa,NIST Principles for Explainable AI,United States,High income,North America,3.077,38.5,13,2.600,3.400,3.333
5ddc1bdd8e29,AI Studios,Germany,High income,Europe & Central Asia,3.074,37.0,27,3.000,3.125,3.143
3cfe9e29f1e8,Action Plan for Iceland in the Fourth Industrial Revolution,Iceland,High income,Europe & Central Asia,3.071,21.4,14,3.000,2.750,3.667
ed3a44a9f5d5,Data Trusts,United Kingdom,High income,Europe & Central Asia,3.067,33.3,15,3.000,3.000,3.200
24eb595e93d4,AI Council,United Kingdom,High income,Europe & Central Asia,3.067,33.3,15,2.600,3.200,3.400
7a0e5169aee5,National AI Strategy,Peru,Developing,Latin America & Caribbean,3.062,50.0,16,3.143,2.400,3.750
58e0195a9acf,National AI programme of Slovenia,Slovenia,High income,Europe & Central Asia,3.059,52.9,17,3.167,2.333,3.800
a75d2dfa5a1c,Emerging Digital Technologies for Kenya - Exploration and Analysis,Kenya,Developing,Sub-Saharan Africa,3.056,38.9,18,3.167,3.000,3.000
be943f5c30f2,National AI Strategy,Indonesia,Developing,East Asia & Pacific,3.056,50.0,18,3.000,2.600,3.750
762c4d208d23,Guidelines for the Implementation of Data Trust and Data Commons Models,Colombia,Developing,Latin America & Caribbean,3.033,36.7,30,3.000,3.000,3.125
5df5a1dfa6fd,Funding Initiative in the Field of AI,Germany,High income,Europe & Central Asia,3.033,36.7,30,3.000,3.111,3.000
97ace3320338,AI Professorships,Germany,High income,Europe & Central Asia,3.031,37.5,32,2.933,3.100,3.143
103d39d208b2,Unmanned Aircraft Systems Integration Pilot Program,United States,High income,North America,3.000,33.3,15,2.600,2.800,3.600
7c2fb1589678,National Initiative for Secured Intelligence Systems,Israel,High income,Middle East & North Africa,3.000,28.6,14,3.500,2.000,3.000
24809913a61a,Data Protection Authority,Iceland,High income,Europe & Central Asia,3.000,25.0,8,3.000,2.667,3.333
b1fa0b75b481,Transition 5.0 Plan,Italy,High income,Europe & Central Asia,3.000,33.3,12,2.750,2.750,3.500
9dc2998bbb4f,National AI Strategy of the Czech Republic 2030,Czech Republic,High income,Europe & Central Asia,3.000,33.3,15,3.400,3.000,2.600
3c2a7d3b3d22,Guidelines for the use of generative AI in the public administration,Sweden,High income,Europe & Central Asia,3.000,30.0,10,3.000,3.000,3.000
4ab86e15d4bc,Legal Guide for Designing Regulatory Sandboxes,Israel,High income,Middle East & North Africa,3.000,18.5,27,3.000,3.125,2.900
7367c7918ae8,Digital Transformation Guidelines,Latvia,High income,Europe & Central Asia,3.000,29.4,17,3.000,2.833,3.200
f440e4759ea3,Defense Innovation Board AI Principles,United States,High income,North America,3.000,33.3,12,2.333,2.600,4.000
d2747395d39c,High-level Expert Group on Artificial Intelligence (HLEG-AI),European Union,Unknown,Unknown,3.000,36.4,11,2.500,3.000,3.500
c1c77600b067,Readiness Assessment Methodology (RAM): A Tool of the Recommendation on the Ethics of Artificial Intelligence,,Unknown,Unknown,3.000,35.7,14,2.667,3.000,3.500
7fb42b822c63,Africa Centre of Competence for Digital and Artificial Intelligence Skilling,Kenya,Developing,Sub-Saharan Africa,3.000,33.3,9,2.667,3.333,3.000
2a53c4036114,Srijan/YuvAI,India,Developing,South Asia,3.000,36.4,11,2.250,3.250,3.667
922800b357f7,AI in Primary and Secondary school,Italy,High income,Europe & Central Asia,3.000,18.2,11,2.250,2.750,4.333
1c439acb23f8,National Health Data Infrastructure,Austria,High income,Europe & Central Asia,3.000,14.3,14,3.000,3.000,3.000
6be981605032,IoT Connectivity Platform,Slovenia,High income,Europe & Central Asia,3.000,37.5,8,3.000,2.667,3.500
9ef365f91764,AI Researchers Portal,United States,High income,North America,3.000,36.4,11,2.250,3.000,3.750
1a2db56acd9a,Observatory for AI in Work and Society,Germany,High income,Europe & Central Asia,3.000,41.2,17,2.167,3.167,3.800
2c7324e1799f,PAIDEIA project,Malta,High income,Europe & Central Asia,3.000,40.0,10,2.750,2.667,3.667
3f8d2a20290d,Finnish Bioeconomy Strategy,Finland,High income,Europe & Central Asia,3.000,25.0,12,3.000,3.000,3.000
9cb91d925d35,Hartree National Centre for Digital Innovation,United Kingdom,High income,Europe & Central Asia,3.000,30.0,10,3.000,2.750,3.500
76af25c0a7e1,AgrarIA: AI applied to the value chain ​​of agricultural production 2050,Spain,High income,Europe & Central Asia,3.000,28.6,7,3.000,2.500,3.500
f5b61c335586,ETALAB,France,High income,Europe & Central Asia,3.000,30.0,10,3.500,3.000,2.333
c53db5f7d33b,Human Capital Agenda ICT,Netherlands,High income,Europe & Central Asia,3.000,50.0,6,2.500,2.000,4.500
34ddc52b1ea1,Updated OECD Definition of an AI system,OECD/GPAI,Unknown,Unknown,3.000,40.0,5,3.000,3.000,0.000
e3be1d0260df,Latvian National Center for Artificial Intelligence,Latvia,High income,Europe & Central Asia,3.000,33.3,9,2.667,3.000,3.333
735ed58eef40,National AI Research Center,Chile,High income,Latin America & Caribbean,3.000,40.0,10,2.000,3.333,4.000
76b9f83e7328,Data dissemination and management platform (DAGR),Latvia,High income,Europe & Central Asia,3.000,25.0,8,2.000,3.333,3.333
cd144f53098c,A Land for Tomorrow,Belgium,High income,Europe & Central Asia,3.000,25.0,8,3.000,3.000,3.000
29c577c9b22f,Strategy for Increased Access to Data,Sweden,High income,Europe & Central Asia,3.000,40.0,10,2.000,3.000,3.667
d7759e8b3b13,Long-term Plan for the Education and Development of the Educational System of the Czech Republic 2023-2027,Czech Republic,High income,Europe & Central Asia,3.000,42.9,7,3.000,3.000,3.000
b1263d6df639,National Stage of the International Teens in AI Hackathon,Ukraine,Developing,Europe & Central Asia,3.000,25.0,8,2.750,3.500,3.000
e7650a1729a7,AI4Dev Reference Group,Nigeria,Developing,Sub-Saharan Africa,3.000,41.7,12,3.000,2.800,3.333
188b3d1b335b,National Artificial Intelligence Research Resource,United States,High income,North America,3.000,28.6,7,3.000,3.500,2.667
77812bd80eb9,AI Education Council,Romania,High income,Europe & Central Asia,3.000,40.0,5,3.000,2.000,4.000
54eee1e5b171,HPC Support to NLP Bigscience Workshop,France,High income,Europe & Central Asia,3.000,27.3,11,2.250,3.400,3.500
a9fd6a80480a,Edge Learning Lab of AI Sweden,Sweden,High income,Europe & Central Asia,3.000,37.5,8,2.750,3.000,3.500
cdcc9717db0f,Education and Employment Programme,Romania,High income,Europe & Central Asia,3.000,40.0,5,3.000,2.000,3.500
78c8fb0e885e,Social Principles of Human-centric AI,Japan,High income,East Asia & Pacific,3.000,36.4,11,2.833,2.000,5.000
83fc34089741,A Blueprint for Greece' s AI Transformation,Greece,High income,Europe & Central Asia,3.000,42.9,7,3.333,2.333,4.000
e6d8bfdea149,"General Short-Term Professional Development Program ""Fundamentals of Artificial Intelligence for Public Servants""",Ukraine,Developing,Europe & Central Asia,3.000,20.0,5,2.500,2.000,4.000
362772b37616,Institute for AI Mihai Drăgănescu,Romania,High income,Europe & Central Asia,3.000,50.0,14,2.500,3.000,3.400
809959e65304,Flemish participation in EuroHPC infrastructure projects,Belgium,High income,Europe & Central Asia,3.000,36.4,11,3.000,3.250,2.750
c132bde35f6e,Establishment of a Moonshot AI Applied Research Consortium,Israel,High income,Middle East & North Africa,3.000,50.0,2,0.000,0.000,3.000
e2ec02054efe,Emerging Technologies Regulatory Sandbox,Saudi Arabia,High income,Middle East & North Africa,3.000,22.2,9,3.000,2.667,3.333
500fbc5bb739,Ancient Woodlands Ireland project,Ireland,High income,Europe & Central Asia,3.000,33.3,6,3.000,2.000,3.500
6105d7968bc6,UN Secretary-General's High-level Advisory Body on Artificial Intelligence (HLAB-AI),United Nations,Unknown,Unknown,3.000,25.0,8,2.667,3.000,3.333
3904d2bdeb26,Human Interpretable Attribution of Text Using Underlying Structure Program,United States,High income,North America,3.000,33.3,6,2.500,3.000,4.000
8ba802952689,Network AI in Employment and Social Protection Services,Germany,High income,Europe & Central Asia,3.000,33.3,6,2.667,3.000,4.000
cb901492d93a,Colombian Supercomputing Network,Colombia,Developing,Latin America & Caribbean,3.000,25.0,8,3.000,2.667,3.333
aea1788465fe,KOBIGEL - SME Development Support Programme,Türkiye,Developing,Europe & Central Asia,3.000,16.7,6,2.500,3.000,3.500
3d85e9cd177b,Pan-Canadian AI Strategy,Canada,High income,North America,3.000,25.0,12,2.800,2.750,3.667
769faa9fe0cd,Governing AI for Humanity: Final Report of the UN High-Level Advisory Body on AI,,Unknown,Unknown,3.000,37.5,8,2.667,3.500,3.000
4d3ac4b5dbb7,Regulatory Sandbox,Kenya,Developing,Sub-Saharan Africa,3.000,33.3,3,2.000,2.000,5.000
aa4030c76948,AI training courses,Malta,High income,Europe & Central Asia,3.000,50.0,2,0.000,0.000,3.000
f74163e695ef,Technology committee within the framework of the National System of Competitiveness and Innovation.,Colombia,Developing,Latin America & Caribbean,3.000,50.0,6,2.000,3.000,4.000
d63a592df7ee,The Digital Youth Artificial Intelligence Ecosystem,Türkiye,Developing,Europe & Central Asia,3.000,42.9,7,2.667,3.500,3.000
8805cd6e8471,Services & Digital Economy Technology Roadmap and Services 4.0,Singapore,High income,East Asia & Pacific,3.000,25.0,4,3.500,2.500,0.000
adfdba63f0d0,Accelerating Medicines Partnership,United States,High income,North America,3.000,33.3,3,3.000,2.000,4.000
1e3f2f929132,Projects from the National Institute of Geographic and Forestry Information (IGN),France,High income,Europe & Central Asia,3.000,44.4,9,3.400,2.667,2.000
4f9cf5a87e08,Euro-Mediterranean Centre on Climate Change and the Cassandra supercomputer,Italy,High income,Europe & Central Asia,3.000,42.9,7,4.000,2.000,3.000
143a95121e04,Artificial Intelligence Training for Public Administration,Uruguay,High income,Latin America & Caribbean,3.000,40.0,5,2.000,3.000,5.000
2eb6c78fce82,Digital Nose,Austria,High income,Europe & Central Asia,3.000,20.0,5,3.333,2.500,0.000
0f9b6895c984,VELES - The Smart Excellence Hub for Southeastern Europe - Regional Smart Data Space,Bulgaria,Developing,Europe & Central Asia,3.000,28.6,7,2.667,3.500,3.000
246d1e31cf48,AI & Robotics Estonia,Estonia,High income,Europe & Central Asia,3.000,42.9,7,4.000,4.000,2.250
af137fe132fa,Knowledge and Innovation Covenant,Netherlands,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
7618bc3bbf38,Mistra Digital Forest,Sweden,High income,Europe & Central Asia,3.000,20.0,5,2.500,2.500,5.000
867fbda8dc3a,AI Technology Roadmap,Australia,High income,East Asia & Pacific,3.000,27.3,11,2.800,2.667,3.667
b38d7ba857ad,Responsible Technology Adoption Unit,United Kingdom,High income,Europe & Central Asia,3.000,50.0,4,2.000,4.000,4.000
82dbe2a78f26,Plan Next Tech Brussels,Belgium,High income,Europe & Central Asia,3.000,27.3,11,2.800,2.667,3.667
a7ff81847890,ALAIT Austrian Lab for AI Trust,Austria,High income,Europe & Central Asia,3.000,27.3,11,2.800,2.667,3.667
0940d1594fc4,CitCom.ai TEF,Belgium,High income,Europe & Central Asia,3.000,0.0,1,0.000,0.000,3.000
a75de51c8c54,Guidelines: Use of AI-Based Tools in Final Papers,Austria,High income,Europe & Central Asia,3.000,25.0,12,2.800,2.750,3.667
76822ed1e52d,National Education Lab AI,Netherlands,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
6699d0cd1093,GATE’s Internship Programme,Bulgaria,Developing,Europe & Central Asia,3.000,37.5,8,2.250,3.500,4.000
804524544cd2,Action Plan for the Sustainable Bioeconomy,Portugal,High income,Europe & Central Asia,3.000,28.6,7,3.000,3.000,3.000
bc90db104238,FARI Institute,Belgium,High income,Europe & Central Asia,3.000,33.3,6,3.667,2.000,3.000
24cf2ad74e8c,Initiative for the Start-up Ecosystem in Vietnam,Viet Nam,Developing,East Asia & Pacific,3.000,0.0,2,0.000,0.000,3.000
973c27c57341,Brussels Region AI Policy,Belgium,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
84acd25522b2,Analysis of Mortality Patterns in Portugal,Portugal,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
e4d8a0b1b1e5,IRT SystemX,France,High income,Europe & Central Asia,3.000,40.0,10,3.167,2.333,4.000
751e425d3e48,Interface3,Belgium,High income,Europe & Central Asia,3.000,33.3,9,2.250,2.500,4.333
021daf162d0c,Towards the Food Factory of the Future,Belgium,High income,Europe & Central Asia,3.000,20.0,5,3.333,2.500,0.000
0ad326c534cd,GovTech Challenge Series,Lithuania,High income,Europe & Central Asia,3.000,37.5,8,3.000,2.333,3.667
fd324d840e5f,Artificial Intelligence Readiness Stage Assessment,Mexico,Developing,Latin America & Caribbean,3.000,30.0,10,2.800,2.667,4.000
c3d0890b6a2b,International AI Olympiad,Bulgaria,Developing,Europe & Central Asia,3.000,20.0,5,3.000,3.000,3.000
ae51f3a71e60,Enlightenment 4.0 “ Understanding AI decisions as a human being,Austria,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
4f2a6987e358,"Knowledge and Innovation Agenda for Agriculture, Water and Food (KIA LWV)",Netherlands,High income,Europe & Central Asia,3.000,16.7,6,3.333,2.500,3.000
a952f0868ceb,Digital Vouchers for SMEs,Lithuania,High income,Europe & Central Asia,3.000,37.5,8,3.333,2.000,3.333
762907c8dea5,IndiaAI 2023: Expert Group Report,India,Developing,South Asia,3.000,30.0,10,2.800,2.667,4.000
19c97eda55ce,European Innovation Partnership Operational Groups,Bulgaria,Developing,Europe & Central Asia,3.000,28.6,7,2.000,3.500,3.333
586b68f9e9e1,Digital Wallonia Strategy on Digital Administration,Belgium,High income,Europe & Central Asia,3.000,16.7,6,3.000,3.000,3.000
84e00dc5bec8,Investment in Localized NLP Infrastructure,Israel,High income,Middle East & North Africa,3.000,30.0,10,2.800,2.667,4.000
616e0919322b,Hellenic National Bioethics Commission,Greece,High income,Europe & Central Asia,3.000,27.3,11,2.800,2.667,3.667
1a7a8b805c3b,National Phd in AI,Italy,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
cc300711f669,R&D programme on data science and AI in Public Administration,Portugal,High income,Europe & Central Asia,3.000,50.0,4,2.500,4.000,3.000
41bbf6be5874,Labour AI - Centre of Expertise of the Global Partnership on AI,France,High income,Europe & Central Asia,3.000,0.0,2,0.000,0.000,3.000
ac3480a2ce22,Estonia's AI Task Force,Estonia,High income,Europe & Central Asia,3.000,20.0,10,2.800,3.000,3.500
76e72c3eaf53,HE Impact Of ICT and AI On the Evolution of Man and Society,Romania,High income,Europe & Central Asia,3.000,30.0,10,2.800,2.667,4.000
101d8a7b1d0f,Data Science and ML Roadmap,Uruguay,High income,Latin America & Caribbean,3.000,27.3,11,2.800,2.667,3.667
0c6862957f99,National Challenges,Chile,High income,Latin America & Caribbean,3.000,30.0,10,2.800,2.667,4.000
820c3f3690ac,Knowledge and Innovation Agenda Ict,Netherlands,High income,Europe & Central Asia,3.000,27.3,11,2.800,2.667,3.667
7fed9f9c758b,Turkish National E-science E-infrastructure,Türkiye,Developing,Europe & Central Asia,3.000,0.0,1,0.000,0.000,3.000
7be55667f05b,Methodology to Identify Lessons Learned,Peru,Developing,Latin America & Caribbean,3.000,30.0,10,2.800,2.667,4.000
07c7cbc421ef,Clusters Hub.Brussels,Belgium,High income,Europe & Central Asia,3.000,40.0,5,2.000,3.000,4.000
