entry_id,title,jurisdiction,year,income,coverage_pct,avg_depth,alignment_score,Human rights & human dignity,"Peaceful, just & interconnected societies",Diversity & inclusiveness,Environment & ecosystem flourishing,Proportionality & do no harm,Safety & security,Fairness & non-discrimination,Sustainability,Right to privacy & data protection,Human oversight & determination,Transparency & explainability,Responsibility & accountability,Awareness & literacy,Multi-stakeholder & adaptive governance,Ethical impact assessment,Ethical governance & stewardship,Data policy,Development & international cooperation,Environment & ecosystem,Gender,Culture,Education & research,Communication & information,Economy & labour,Health & social well-being
e28d42ca7aff,The First Regional Forum on the Implementation of Artificial Intelligence,Ukraine,2025,Developing,40.0,2.70,45.6,2.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,4.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
696da751d04a,Data Sandbox Platform,Colombia,2020,Developing,40.0,2.70,45.6,2.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,3.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00
bfadc8647a47,IMPaCT,Spain,2021,High income,36.0,3.00,45.6,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00
b113172033c9,Explainable AI Program,United States,2018,High income,36.0,3.00,45.6,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,4.00,4.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00
6c26b3c168ba,Centre for the Fourth Industrial Revolution (C4IR),Rwanda,2022,Developing,48.0,2.10,45.6,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,1.67,2.00,2.00,1.00,0.00,2.50,3.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
34f2b9470a11,DigitalLead,Denmark,2023,High income,32.0,3.29,45.5,0.00,3.33,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
0523a8ddaa10,Swiss Latvian Cooperation Programme – Pre-defined Programme Component in ICT and Smart Energy,Latvia,2025,High income,36.0,2.98,45.5,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,3.33,0.00,4.50,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
61c2a3ce9931,IPCEI Cloud,Italy,2021,High income,36.0,2.98,45.5,0.00,1.50,2.00,4.00,0.00,0.00,1.50,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.33,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.50,0.00
d9109738492d,Artificial Intelligence in Preparing Responses to Taxpayer Inquiries,Latvia,2025,High income,36.0,2.97,45.4,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,3.50,0.00,2.00,0.00,0.00,0.00,3.00,0.00,3.25,0.00
6617ab20c73c,RICAIP - Research and Innovation Centre on Advanced Industrial Production,Czech Republic,2016,High income,28.0,3.57,45.4,0.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,3.00
751e425d3e48,Interface3,Belgium,1987,High income,40.0,2.67,45.3,2.00,2.50,3.00,0.00,0.00,0.00,3.50,0.00,1.00,2.00,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.33,0.00,2.00,0.00
b88ae26afd9d,Start IA,Belgium,2024,High income,44.0,2.36,45.3,0.00,2.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,1.00
0c1315501d59,Digital Economy Framework for Action,Singapore,2018,High income,44.0,2.36,45.3,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,2.50,0.00,2.00,2.00,3.00,0.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,3.00,0.00,2.50,0.00
4874b1666542,National Data Strategy,Portugal,2025,High income,44.0,2.36,45.3,0.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,3.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00
8d673ab8db10,AI Expertise Center,Belgium,2024,High income,44.0,2.36,45.3,0.00,2.00,3.00,0.00,0.00,2.50,3.00,0.00,0.00,0.00,2.00,2.00,3.00,2.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00
f541e15e3e03,Digitisation of Railway and Road Infrastructure – Digitisation of Road Traffic,Slovenia,2021,High income,44.0,2.36,45.3,0.00,0.00,2.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,3.00,5.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00
218fd55732e6,Thailand National AI Strategy and Action Plan (2022 “ 2027),Thailand,2022,Developing,44.0,2.36,45.3,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,3.00,2.00,2.00,3.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
3564ab944c1d,xPlain-AI,Austria,2021,High income,44.0,2.36,45.3,0.00,0.00,2.00,0.00,0.00,2.00,3.00,0.00,2.00,0.00,0.00,2.00,4.00,2.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00
ad2261ea0b44,Circular on the Use of Large Language Models in the Public Sector,Singapore,2023,High income,36.0,2.96,45.3,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,0.00,3.00,3.67,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
37c5adfbc32d,Tech Skills Accelerator Initiatives,Singapore,2017,High income,36.0,2.96,45.3,0.00,2.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,2.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,0.00,2.00,2.00
77fdf4697029,Start-up Finance Scheme,Malta,2024,High income,32.0,3.25,45.2,0.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
37409089f8f4,GovTech Sandbox,Lithuania,2024,High income,32.0,3.25,45.2,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
20d469be8d24,AI4Citizens,Latvia,2024,High income,40.0,2.65,45.2,0.00,3.00,3.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.50,2.00
32c4102e90f8,AI and Data Accelerator in the Field of Food and Agriculture,Germany,2021,High income,40.0,2.65,45.2,0.00,3.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.50,0.00,0.00,2.00,0.00,0.00,3.00,0.00,3.00,0.00
cc30dc539ae2,Experimental Project on Organising the Research of High-Tech Tools Using the “Sandbox” Method (Sandbox for AI and Blockchain Startups),Ukraine,2024,Developing,40.0,2.65,45.2,0.00,2.00,2.00,0.00,3.00,4.00,2.00,0.00,0.00,0.00,2.00,2.50,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
b557b9d0434a,IndiaAI Future Skills,India,2024,Developing,32.0,3.25,45.2,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00
143a95121e04,Artificial Intelligence Training for Public Administration,Uruguay,2023,High income,32.0,3.25,45.2,2.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00
b56a5d4e08ba,Business Finland campaign on Generative AI,Finland,2024,High income,24.0,3.83,45.1,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.50,0.00,3.00,0.00
d0f7753f3a49,National Data Dictionary,Türkiye,2019,Developing,24.0,3.83,45.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,2.00,4.00,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
591cda306833,Co-operative Research Centers Program,Australia,1991,High income,44.0,2.33,45.1,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,3.00,2.00,2.00,2.67,0.00,0.00,0.00,3.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00
49f0d1260d56,AI4T,Luxembourg,2021,High income,20.0,4.10,44.8,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.50,0.00,4.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
866c3a535ef4,National AI Initiative Act of 2020,United States,2020,High income,48.0,2.00,44.8,0.00,0.00,2.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
df2ad6661014,National Data Strategy,Germany,2023,High income,48.0,2.00,44.8,0.00,2.00,2.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,3.00,3.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00
2f76e3d3d0cc,Strengthening the Digital Skills of Civil Servants,Slovenia,2023,High income,8.0,5.00,44.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
f68754df8b65,Innovation and Enterprise Flanders,Belgium,2023,High income,40.0,2.60,44.8,0.00,2.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,2.00,0.00
8474877d0508,Competence Centres for Digital and Digitally Supported Teaching in Schools and Continuing Education,Germany,2023,High income,40.0,2.60,44.8,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,2.00
6d25a2234868,Governance Committee of the Brazilian AI strategy,Brazil,2021,Developing,8.0,5.00,44.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75712d4b07b1,Flemish AI Academy,Belgium,2020,High income,8.0,5.00,44.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
43e52b6a31bd,Dublin City Council’s Smart Dublin initiative: Project on Mapping City Assets from Street Level Imagery,Ireland,2022,High income,28.0,3.50,44.8,0.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00
c1d00de7171b,GovTech Lab,Lithuania,2018,High income,28.0,3.50,44.8,0.00,4.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
29c577c9b22f,Strategy for Increased Access to Data,Sweden,2021,High income,36.0,2.89,44.7,0.00,0.00,3.00,0.00,4.00,0.00,3.00,0.00,1.00,0.00,2.33,4.00,0.00,0.00,3.67,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
af4f6d7a3fb0,AI Ecosystem in Social and Health Services (SOTE),Finland,2024,High income,36.0,2.89,44.7,0.00,3.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00
48a19527f579,“I’m in a Course” Initiative,Czech Republic,2024,High income,32.0,3.19,44.7,4.00,2.00,4.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68bad603c6cc,P4D grants for digital transformation,Slovenia,2021,High income,44.0,2.27,44.6,0.00,1.00,3.00,2.00,0.00,2.00,3.00,2.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.50,0.00,1.00,2.00
850f2071e95d,STEM Cell Network,Canada,2016,High income,40.0,2.55,44.4,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,2.50,2.00
c6a4b834b0bc,Datalabs,Germany,2021,High income,40.0,2.55,44.4,0.00,2.50,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,0.00,2.50,0.00,3.00,0.00,0.00,0.00,3.00,0.00,2.50,0.00
a9fd6a80480a,Edge Learning Lab of AI Sweden,Sweden,2021,High income,36.0,2.83,44.3,0.00,3.00,2.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,4.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00
43204562623a,Governance Principles for New Generation AI – Developing Responsible AI,China (People’s Republic of),2019,Unknown,36.0,2.83,44.3,0.00,3.00,0.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,3.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00
0f9b6895c984,VELES - The Smart Excellence Hub for Southeastern Europe - Regional Smart Data Space,Bulgaria,2023,Developing,36.0,2.83,44.3,0.00,3.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,3.00,3.00,4.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00
0ad326c534cd,GovTech Challenge Series,Lithuania,2025,High income,36.0,2.83,44.3,0.00,3.00,2.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,3.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
a0e61c72836b,Programme for AI Literacy and Skills,Austria,2025,High income,28.0,3.43,44.2,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00
60583a25b056,Fee for Illegal Storage and Use of Employee IP Addresses,Norway,2018,High income,28.0,3.43,44.2,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
cb41e73c514e,AI Grand Challenges,Singapore,2017,High income,28.0,3.43,44.2,0.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00
f94ef5271bc4,Women Award in Technology and Science,Belgium,2018,High income,32.0,3.12,44.2,3.00,3.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00
c3d0890b6a2b,International AI Olympiad,Bulgaria,2024,Developing,32.0,3.12,44.2,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,3.00
586b68f9e9e1,Digital Wallonia Strategy on Digital Administration,Belgium,2022,High income,32.0,3.12,44.2,2.00,4.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
c738f54eab85,Next Generation Technologies Fund,Australia,2016,High income,36.0,2.81,44.1,0.00,2.00,4.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,3.33,0.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
7ba0ef6af44d,AI Marketplace for Opportunities,Germany,2024,High income,36.0,2.80,44.0,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,3.67,2.00,0.00,0.00,0.00,3.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
01c11d0a263a,Digital Czech Republic,Czech Republic,2018,High income,24.0,3.69,44.0,0.00,3.67,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
a9caac96c1e8,"International Conference “The Use of Artificial Intelligence in Public Governance: Challenges, Opportunities, Prospects”",Ukraine,2025,Developing,44.0,2.18,43.9,0.00,2.00,0.00,2.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00,2.00,0.00
1e3f2f929132,Projects from the National Institute of Geographic and Forestry Information (IGN),France,2025,High income,36.0,2.76,43.7,4.00,2.50,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.33,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00
92197ea43b8a,OECD Framework or the Classification of AI Systems,OECD/GPAI,2022,Unknown,40.0,2.45,43.6,3.00,2.00,3.00,0.00,4.00,1.00,3.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
a952f0868ceb,Digital Vouchers for SMEs,Lithuania,2024,High income,36.0,2.74,43.5,0.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,3.33,0.00,4.00,0.00
ad2a21a61f97,100 Experiments,Singapore,2018,High income,36.0,2.72,43.4,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.50,2.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00
c9d4d4e84ff0,Bioeconomy Strategy for R&I,Latvia,2026,High income,36.0,2.72,43.4,0.00,2.00,2.00,4.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.50,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00
ada62ea77d58,Australia's National Enforcement Guidelines for Automated Vehicles,Australia,2017,High income,28.0,3.32,43.4,0.00,0.00,2.00,0.00,3.50,4.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d549e1d3e026,Airawat,India,2024,Developing,32.0,3.00,43.2,0.00,3.00,4.00,2.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,4.00
2951a092c5e7,NSW AI Advisory Committee,Australia,2021,High income,32.0,3.00,43.2,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,5.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00
83fc34089741,A Blueprint for Greece' s AI Transformation,Greece,2024,High income,32.0,3.00,43.2,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00
e6d8bfdea149,"General Short-Term Professional Development Program ""Fundamentals of Artificial Intelligence for Public Servants""",Ukraine,2024,Developing,32.0,3.00,43.2,0.00,2.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00
66add195f4c1,National Test Beds Network,Portugal,2022,High income,40.0,2.40,43.2,0.00,2.00,3.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
d63a592df7ee,The Digital Youth Artificial Intelligence Ecosystem,Türkiye,2022,Developing,32.0,3.00,43.2,0.00,3.00,3.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,4.00,2.00
b0bf376d39c4,Flemish Data Strategy,Belgium,2022,High income,40.0,2.40,43.2,0.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,3.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00
9e233c728443,Spain Neurotech,Spain,2024,High income,28.0,3.29,43.1,0.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
0d09d7bc695c,National Digital Languages Plan,Chile,2018,High income,28.0,3.29,43.1,0.00,2.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
52370d06dede,India Stack,India,2009,Developing,28.0,3.29,43.1,0.00,4.00,3.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.50,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
45062f901a3a,Dubai Future Accelerators,United Arab Emirates,2016,High income,28.0,3.29,43.1,0.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
614806557c5f,A world-class AI Research and Educational Institute,Greece,2023,High income,36.0,2.67,42.9,0.00,2.50,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.50,0.00
4aec940d1bf8,Copyright and Artificial Intelligence: Open consultation,United Kingdom,2024,High income,36.0,2.65,42.8,0.00,2.00,2.50,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.33,2.00,0.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00
6a2a7e9da122,National Laboratory for Autonomous Vehicles,Hungary,2020,High income,28.0,3.24,42.7,0.00,3.50,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,3.67,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00
6082c12e3aec,Forma Program for Artificial Intelligence,Spain,2024,High income,28.0,3.24,42.7,0.00,3.00,4.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00
c53db5f7d33b,Human Capital Agenda ICT,Netherlands,2015,High income,32.0,2.94,42.7,0.00,2.50,2.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,4.00,3.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
fa543bd1e5bc,Attracting and retaining AI-related talent,Finland,2024,High income,44.0,2.02,42.5,0.00,1.00,2.00,1.00,0.00,0.00,1.50,1.00,0.00,0.00,1.00,0.00,4.00,3.67,0.00,2.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00
d1ea2f7322bf,Joining Chips Joint Undertaking (JU),Latvia,2025,High income,28.0,3.21,42.5,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
75b426194f44,IT Competence Centre project “Information and Communication Technology Competence Centre for Digitisation”,Latvia,2025,High income,36.0,2.61,42.5,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,3.00,2.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
bbf8b0ad7ae7,Optimal therapies through data-driven decision and support systems,Germany,2023,High income,36.0,2.61,42.5,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.50,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,3.00
3182a07fe3bb,Supply of robotics and STEM equipment for education,Greece,2023,High income,36.0,2.61,42.5,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.50
60c3e73aee94,AI Centre of Excellence under the Ministry of Digital Transformation of Ukraine,Ukraine,2025,Developing,36.0,2.61,42.5,0.00,2.50,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,3.50,0.00,4.00,0.00,3.50,0.00,0.00,0.00,2.00,0.00,2.00,0.00
4ee966d4c1cb,Developing AI solutions at all education levels,Lithuania,2023,High income,40.0,2.30,42.4,0.00,3.00,3.00,0.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00
b48dde9bdf92,AI Politeai Lab at the IIT Demokritos,Greece,2023,High income,44.0,2.00,42.4,2.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00
66b173bd0d8b,Big Course on Artificial Intelligence in Education,Ukraine,2025,Developing,32.0,2.88,42.2,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00
